experimento	fecha	cols	rows	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
8122HTc	20220714 140840	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100007565909254	0.414125560217143	558	57	1262	0.0243411888821182	8082	15918000	35
8122HTc	20220714 140940	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0114602626890545	0.389238040682142	71	1630	1086	0.202941200277153	8720	16480000	36
8122HTc	20220714 141039	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101179025243823	0.396727845529537	630	1918	1026	0.218548024545432	8284	15596000	37
8122HTc	20220714 141136	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0112686638533544	0.355554000563643	61	1288	1023	0.207640609275386	8378	16102000	38
8122HTc	20220714 141324	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0145440841401154	0.384259120334901	1617	107	625	0.0591091187155548	10216	16184000	39
8122HTc	20220714 141353	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.175460386209485	0.382704419328952	249	14	165	0.000443780691468186	10618	14702000	40
8122HTc	20220714 141501	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0137574857536957	0.492815306691352	1343	1933	1158	0.177063512874564	9978	16302000	41
8122HTc	20220714 141521	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0584849834262007	0.50062241712187	1507	1167	115	0.19289679594689	9178	15902000	42
8122HTc	20220714 141624	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0130180398483722	0.383249791767339	61	198	935	0.158128593854284	8232	16248000	43
8122HTc	20220714 141829	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0115957372395722	0.496835183155413	80	8740	3491	0.180324578701239	10680	15360000	44
8122HTc	20220714 142008	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101408951948324	0.360023610966137	1224	7705	2967	0.205776940547724	9228	15012000	45
8122HTc	20220714 142141	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0227670537334324	0.509621089122416	290	18	590	0.0038183205180532	12800	15040000	46
8122HTc	20220714 142232	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0107180146030214	0.386744476106897	714	2960	935	0.203486058078909	9060	15900000	47
8122HTc	20220714 142406	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0126028247611997	0.381828857949209	1403	6030	2694	0.219793983806048	8708	15292000	48
8122HTc	20220714 142426	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0962800220305502	0.361284061661013	23	271	104	0.185839134254555	9088	15392000	49
8122HTc	20220714 142634	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0527171430424042	0.969354339546012	1346	79	607	0.000806394694402196	9148	16292000	50
8122HTc	20220714 142650	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.138663862866652	0.734236518382677	1075	20165	240	0.173594413417516	12198	13122000	51
8122HTc	20220714 142822	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0220870207995692	0.975401722824159	1437	225	402	0.102807799519544	9790	16010000	52
8122HTc	20220714 142903	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0380921749935826	0.971102116285901	1437	14402	962	0.203740784596322	10208	13672000	53
8122HTc	20220714 142949	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.109055187950795	0.718817888564453	1592	17047	1292	0.231855137941068	8820	14340000	54
8122HTc	20220714 143035	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0501824893840902	0.417669530860918	193	15660	1445	0.208187132996847	9826	13814000	55
8122HTc	20220714 143055	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.163259804510104	0.423446070845309	1328	14267	415	0.181844940812789	10826	14494000	56
8122HTc	20220714 143129	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.043240773027055	0.990747633903171	1560	10989	616	0.179547695018622	11090	14230000	57
8122HTc	20220714 143141	785	49403	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.24396807032472	0.265302602361399	527	20615	181	0.236114133508741	9232	12848000	58
